,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100,2110,2130,2150
pL,1.0090707281870852,0.9873771369325272,0.9484925592054879,0.9355005342920837,1.0175937688721068,1.1985804587930924,1.4625952850797455,1.4957692034711467,1.5185233813466839,1.538742986940511,1.5819464891773491,1.7756716453841055,2.2320107277804038,3.124181474544105,4.17947192669766,4.417419687377276,6.341757884920492,5.6476333743105895,4.161552484220955
pK,317.0828958105806,286.9264162813261,253.66771576854907,217.9535609881369,208.3056829187277,215.6631673950253,233.63013690785294,211.6371786162734,188.48510229947567,166.3467508770869,149.04127729282317,151.336874890478,152.5391749679658,169.25943920761824,184.30188067363446,153.30158804815085,224.8229236300473,169.80597866408004,161.24252795102615
pI,2930.7722526821285,2916.2940376069964,2828.7067486900046,2708.6624756219953,2742.283824328041,2793.0368673856765,2854.169871027318,2853.700536685783,2857.1992148020972,2855.83569774086,2862.0105712763852,2892.7704134998894,2913.91382408213,2953.1979051273365,3005.4350636882905,2991.62849841451,3220.2806205241113,3110.124796965687,3024.007566151853
B,37551.97384359265,38744.953029980206,37771.33195278048,39101.00895995826,43606.584225479724,50050.370171707575,55269.08576671487,57422.76702986601,59224.72901848997,63241.536336527664,67933.67460085962,74675.57343622363,88781.40343496253,104825.43544583967,122379.09647817015,134417.3231639663,146762.99063071323,143862.77751044123,125523.85533612409
R,10007686.532046461,10816204.72466573,10261820.745945109,10325945.384274846,11606072.208798537,13512648.802602828,14985309.014594968,15403053.617318435,15681822.224459494,16582771.658498066,17713744.61138543,20370812.078572974,22757584.920617893,27752893.647030592,32033686.28334787,34084902.23547953,45343626.08011721,35692286.14624765,41777092.993890084
Ri,3683321.4044902544,3309749.3901169724,3509162.576931871,3929822.534265168,4292375.4521121895,4735127.4155385895,5165149.521322341,5532611.773220756,5910817.310510616,6474348.574678367,7054074.038901418,6855023.581597063,9611070.429098893,10465227.046557061,12584292.737602634,14922072.628499595,8164433.919173582,16758390.264812637,3987428.114620114
Rg,3753608.211806599,3872855.6444232813,3775534.7396466434,3908446.1693900144,4358813.02323402,5002918.92146539,5524569.628671685,5739846.612743123,5919966.5538688395,6321477.297276534,6790492.555786108,7464397.127007285,8874383.178290708,10478107.407464202,12232730.652381279,13436043.871856764,14670088.158754198,14380189.581663495,12547073.454245696
bKL,0.93393733988484,0.9592215799019932,0.9550207113970269,1.0367099626625975,1.121752916344079,1.2331757049380376,1.2875633192925182,1.332341525110188,1.3593838851456843,1.446413687350122,1.533027072844536,1.6330645220008513,1.7889401776353582,1.9212090165342495,2.063292745396612,2.1859782717775356,2.1208466138244213,2.1374966282757377,2.1938647042124977
CPI,1.0437545362550351,1.0244157371998084,0.9537916731941722,0.9249645563347079,0.9436293562655113,1.0061522651970785,1.040420511218783,1.0183649603123759,0.9830529289730602,0.9773814921384156,0.9764262458090288,0.9998401542725627,1.0204560645374152,1.0443645705143003,1.0645337470780063,1.0149826389803618,1.1009663339014224,1.0581305148304065,1.009989062167076
Rreal,9588160.994206375,10558413.280755809,10758974.977815766,11163611.960649328,12299397.143313238,13430023.734982168,14403127.248078456,15125278.478349907,15952164.692537367,16966529.23334609,18141405.648829628,20374068.786418993,22301386.322726496,26573951.693289492,30091752.723928038,33581758.86606374,41185297.57348341,33731459.06482571,41363906.36176928
GDPPI,1.0508619543243558,1.0294965704293821,0.9488284370679202,0.911676763106484,0.9345858891168672,1.0042217742077462,1.0421322224825196,1.0161007039816095,0.9762612794092035,0.9688683786311731,0.966385480142117,0.9918851572759066,1.0152624381805728,1.0423651755297192,1.065885875787552,1.0128568296787583,1.1071888584763727,1.0614227158855016,1.0021547015698868
GDP,17482168.122185912,18037554.712237023,17584289.394418743,18203315.096889988,20300867.268370245,23300745.509779032,25730297.250355717,26732934.770312186,27571830.817857437,29441839.066728085,31626244.880673815,34764908.360613495,41331819.93144302,48801053.536548555,56973088.769809954,62577436.058999844,68324911.14867839,66974728.77025055,58437118.41809299
T,5105471.7264585,5109078.918603153,4979762.074073089,5041602.254905496,5469012.4676510785,6187141.854853753,6999210.55685874,7101898.134133948,7164524.333205012,7364323.6930539785,7656436.053071246,8382342.1642176965,10135750.712063804,12806954.935621304,15869933.472614303,16925986.21626678,21376976.754954223,19723174.198868778,15341301.536748884
lambda_KLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lambda_KLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lambda_KLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lambda_KLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lambda_KLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lambda_KLM,0.8978307486826362,0.9682523611884947,0.9987332022068185,1.0752652729602339,1.1240583899911942,1.140493759549608,1.0954561711230504,1.142438324955373,1.1858794908912555,1.2513660509460136,1.303664208423068,1.3089812044551232,1.2932902246387676,1.2055864771142528,1.1284621483487247,1.188936446757931,0.9496253995991529,1.0703155716288861,1.2132405999653915
lambda_KLM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kj,287.4368916224155,320.32138424480115,359.4340015889847,424.03671434328106,483.22419537439634,553.576472178767,621.1982588139302,696.3518815215391,787.0508079550866,889.6613453886727,1006.976807681328,1104.966878723975,1375.2880277854829,1724.8444622071374,2069.8706889627206,2524.256409573381,2495.229490072239,2799.496997428263,2256.02524262911
Kj,8300.320324119277,8513.969999991816,9201.373066473725,10116.952944931361,10755.055572816986,11460.531498342023,12346.682950887467,13103.835512042093,14049.895343984943,15020.286300044618,16142.004085126406,16864.52071614313,20525.7941850537,24583.018372816194,29013.415315656985,34413.20890528546,32089.01231562667,38561.5670765027,26669.019956991444
Kj,15506.596264944927,16750.748131422053,17751.884238766546,19507.035778468533,21537.41814649623,23299.399866352054,24572.33430215904,26437.853876713278,28668.611514642413,31527.604478565107,34662.56417121882,37275.91143866319,42927.75830038774,49451.28959015861,55601.545693339,66013.60485185249,64114.453511588814,69876.68617697486,62069.78267775903
Kj,81.72780868139722,80.79287776744015,86.08313904575301,93.81562090920785,98.13528996381905,104.67220273768588,117.14666082955243,122.28101215983689,129.22411252888276,133.962491312176,140.94277141010204,147.6095434850967,183.80307557169405,233.7624905029942,289.1055254986422,337.5133543392559,340.23350698229194,396.3863601575304,254.35613006496052
Kj,437.83920908055796,450.07471210097737,453.19624076059523,362.9073661505694,310.1028770051628,421.16485851231226,581.0506754910774,586.1538184823183,600.3366964092884,556.3602271608653,568.5984687597983,634.9717172624322,831.5264965448416,1321.228348941026,2085.347164471699,2117.414970375213,5079.205273004035,4045.498054637977,1952.6605871943564
Kj,1311.9483350896846,1287.1321452147142,971.8804205829099,625.6558975270958,609.2626567453889,494.7018671422836,473.5091703588492,405.5292125977963,366.321414581755,302.2524825697046,241.19274309083806,222.17896497955897,149.1451491701216,88.7895635555204,44.77611925058689,26.13785754787134,32.0918617343145,17.90662524673016,10.989828389884849
Kj,667.5276368695672,723.6232847234179,760.597256752597,825.0539023384964,981.4959118411798,1066.8740682886335,1138.8036893382175,1233.421679894893,1345.4406054295612,1512.8787990611609,1674.3427741555026,1851.5549544387284,2167.5419096945534,2526.8146731565284,2851.1007611609866,3394.5823510362557,3301.6550630235492,3555.0391635653286,3211.175525743925
Lj,140345.8648335388,138223.006761298,136033.15461848569,129053.31176488496,119875.11316213627,112008.17248398336,104138.1485089802,96378.06718810197,88571.6504347387,80483.1821793886,73302.87654132569,68654.52807134161,60283.20723148465,52381.80295716026,45405.516450593546,37925.4636693464,38772.83657933496,33531.79878132725,40340.23564576953
Lj,2976338.3454532805,2867798.081328024,2900174.5410501137,2855565.681172912,2737161.8786784573,2630742.0628717113,2576680.27049783,2481800.1939495895,2396315.554589035,2293735.2035415396,2208186.5142490044,2129247.5936713577,2171873.5820438606,2160105.695786691,2162280.435895195,2117454.292676511,2008387.812540471,2115486.8983601383,1792144.0496024622
Lj,4589884.914472023,4675700.876832088,4656019.821253259,4613474.64652861,4622591.968020642,4539659.0402326565,4378716.693214451,4301487.257861434,4228099.803647961,4192026.9056960004,4157130.6970494078,4146787.2872836567,4046680.881523978,3916399.7672546767,3773462.5280838837,3743379.464905044,3694248.076966941,3558312.388278117,3822920.813721386
Lj,47284.48812768007,43908.734717532716,43777.50259161832,42724.69506678209,40297.158614249274,38767.36328332458,39445.870137559185,37367.048596263,35561.155688077866,33007.275304325194,31108.745501750724,30069.623454104207,31379.69641945779,33141.793929924024,34764.096511120864,33507.43821282673,34358.144334489734,35086.1534077163,27578.424848955
Lj,76615.10576987253,73979.83780282302,69705.99059334725,49986.245221592806,38512.87389776686,47177.82823099607,59174.76672859049,54174.172709423605,49966.406486650594,41460.396701986756,37957.38582230406,39121.80207491981,42936.13754932013,56653.92301273032,75840.96285575742,63578.04376877621,155131.25305048047,108302.87119127244,64033.15887131218
Lj,130647.49642464395,120402.7768965476,85070.94199327247,49042.75725613562,43061.51412269152,31536.53478299888,27443.25005106494,21329.832158935576,17351.224842038384,12818.342109718906,9163.03719671182,7790.261095842782,4382.688640105017,2166.699234841922,926.7370521275783,446.6381054732288,557.8058340055804,272.8137922513661,205.09434291411898
Lj,257958.8336005383,263706.52830231964,260447.9568663533,254750.4837452732,275027.5830743505,271386.0355064267,264938.5371106709,261999.13499165687,259059.15107195792,262623.1835369918,262164.08834912814,268915.55903905263,266762.07548869716,261263.42837780298,252616.42201481748,251311.63182929138,248369.14756066748,236348.03614765737,258211.13073211254
KLj,20.18079880490944,21.43994740256794,22.16350947891173,25.033685771038066,27.54495417971194,31.08333443338449,33.02077499191171,34.781209642628845,36.27976606686225,39.418331619736136,42.92243234562427,46.87894000672756,55.472551828544944,65.1127654820945,74.99319968016349,85.93817546448616,83.26503851261324,87.19870182443779,81.34188927554315
KLj,483.842628498397,492.9566559305598,511.7739915955799,575.2111731509937,624.970169096886,691.1932523719356,736.851364260946,765.7354439592631,788.6641658189293,841.2034570930538,898.046442687337,952.9316299718062,1142.282121613552,1311.0331450591884,1499.5852131731551,1668.9068803125044,1526.3565301302067,1698.6130028264256,1372.9481401738908
KLj,813.6223520239012,877.250901929128,897.6534384957827,1016.8535096541726,1156.3777775800957,1308.2941434668992,1374.8218492834774,1458.4477059249905,1530.418664895339,1692.0543987725043,1861.8350823424428,2044.4493814629018,2345.6808419299746,2619.9758600314394,2883.767383289145,3248.951268403721,3091.9310530411685,3144.2934547428235,3226.2526227094345
KLj,6.440416955344744,6.2785923080909045,6.37751797161108,7.016068877280225,7.413339386033731,8.111739601428969,8.888109639333319,8.986521868106125,9.017286849802614,9.213842703892492,9.514914622871641,10.033428041913092,12.073737723868275,14.428988340185066,17.000436157030457,18.259869654373695,18.085444074725324,19.25409322717431,14.739887322103208
KLj,18.03714254079834,18.619645689923253,18.221762232011294,15.208648232127329,13.527011144492247,19.41858788549464,26.960995490112566,27.0926506157487,27.154505203442977,25.604990510342663,26.50776405487089,30.496337695878438,40.58436780541091,63.86306691196445,100.57090111966424,99.10030704417711,232.4652279125988,175.47154296011234,95.52354797947518
