YE_T_A,YE_T_M,YE_T_SE,YE_T_E,YE_T_ST,YE_T_CH,YE_T_T,C_ET,E_T,s_LDV,s_trucks,s_other
623.2740795488928,14373.489823364105,25278.61907644245,889.5350182573237,179.18774821588397,525.4062588543917,160331.72282095757,142592.06064110453,344793.29546674516,0.459509001531155,0.227480975484387,0.313010022984458
