variable,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
GDP_real,2198432,2222515,2244661,2550956,3071740,2732289,2637826,2839896,2817490,2876717,2941479,3006967,3069087,3136005,3201553,3270031,3333039,3375849,3419088,3462699,3507669,3554044,3600149,3645325,3688781,3730309,3768844,3807794,3845872,3883184,3920605,3954371,3988244,4023166,4059488,4098142
