,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Yij,1.6646916395003513,1.683308197728795,1.7005238524084554,1.9325849069934853,2.3269275546894517,2.0695383956647797,1.998132813967522,2.1511781415913376,2.134161282267224,2.178874640118185,2.2277964567838096,2.277187130756388,2.3239989338154037,2.374420077848985,2.423782882359941,2.4753441945331747,2.522573523261704,2.554514761379375,2.586843945622705,2.619399987476826,2.6529852412619532,2.6875140948535767,2.721777112982526,2.755396978238224,2.787654928367526,2.8185182325420928,2.8468124565199444,2.875416191687801,2.903357041986786,2.9307161456738227,2.958154193514008,2.9828307796648392,3.007586201364092,3.0331305663591257,3.0597272497532413,3.0880760713724196
Yij,2.5598142742173153,2.5885926256643224,2.615240398637147,2.9721340508352876,3.57851836880393,3.182590237512436,3.072837543451802,3.3081907035112255,3.282003790503314,3.350707129159256,3.425888435311652,3.501758284766867,3.573650604580731,3.651082803245085,3.7268783248808095,3.806045442772111,3.8784714426610827,3.927388878487912,3.9769274008413786,4.026789438127033,4.078232014092281,4.131070356641182,4.1834689679774675,4.234901932101725,4.284209809947022,4.331399603151616,4.374491220867598,4.418048445993689,4.46057683177324,4.502201470900061,4.543937370262386,4.5814211232084405,4.619016458424719,4.657813698497656,4.698216478265849,4.74129770420441
Yij,2.38821894493437,2.412387448919967,2.43410547915479,2.7661660818757956,3.331930093478806,2.9650141622353234,2.861748790509973,3.0810831457184618,3.0570083747668444,3.1220532057873704,3.1930206988668677,3.265201990771556,3.333875433770858,3.407887176623887,3.480522018020684,3.5564470836430435,3.6274336615950324,3.6764491537614385,3.725599857890984,3.7754471250486956,3.826772430185451,3.8802648702721565,3.9337938773167402,3.985996839884747,4.036651411885166,4.08486698002193,4.131450137298821,4.178515031017023,4.224651524685598,4.2699694114564855,4.315428498030631,4.3568872619124255,4.398476148624905,4.441234793177563,4.485556689832187,4.532485194194679
Yij,1.6576053861848519,1.6769574089883954,1.6950537677125657,1.926402965839015,2.319058913642117,2.062015146400275,1.9911775118753234,2.143644943859969,2.1265922423028227,2.17082780265144,2.219290558275847,2.268046441422292,2.314172452900623,2.363840488688407,2.4124086587813984,2.463121522972062,2.509108420264691,2.5398828015735084,2.5711781433322485,2.602577678835687,2.6349998768196086,2.6680951088137514,2.700786449742932,2.732966050351905,2.7636537197347972,2.7930933926394874,2.8192945459923666,2.845784450797212,2.8715995094533766,2.896822462441573,2.9221070386633095,2.9446464592416484,2.9672505268337095,2.990619184494263,3.015009170183629,3.041103796933
Yij,6.684705276688354,6.756381564318856,6.8219003470982145,7.752716059706687,9.33626378563643,8.305536422842815,8.017801911163755,8.632089800772404,8.564167111131445,8.74480539033327,8.942203943947499,9.142141737269045,9.33195707042724,9.536460958143467,9.736887257157434,9.946307840906556,10.139884202703344,10.272025353678897,10.405213715991371,10.539765781176069,10.67845411142348,10.821923522890744,10.964837009801473,11.104678872264602,11.239548530227525,11.368285682621087,11.489215448174258,11.611438615713723,11.731031838566924,11.84831261126801,11.96594830179843,12.072451616122454,12.179295519084652,12.289356712083901,12.403711648461309,12.525218378010031
Yij,0.9015267887828433,0.9086993933247911,0.9146201723652512,1.0393099406922854,1.2528964693067444,1.1161818893545143,1.0765701063824045,1.1591901672176705,1.1503608072146518,1.1756011646256426,1.2029902054565524,1.231253791061802,1.2583428981561002,1.2875732192062357,1.3163959655758148,1.346569431989413,1.3758748131708303,1.3968661879982411,1.417587329462655,1.438869931522025,1.4607199095615242,1.484040810823091,1.507721384342299,1.5305939587016146,1.553220569900329,1.57458770759865,1.5970183022831763,1.6196905967086472,1.642060440896217,1.6641639041720966,1.6863728412201238,1.7070706877877357,1.727860876429575,1.7491527735756731,1.7711079736776059,1.7941532663417359
Yij,4.2174480812042345,4.267220025742493,4.313893715681961,4.90269793177427,5.901725833533902,5.247233445050348,5.06717579336819,5.4551471458093985,5.411688374452839,5.524047083981468,5.647185638916655,5.770956282916108,5.8879960868115635,6.014015102894339,6.137207106213926,6.265828522323267,6.382162081551216,6.4598015202832295,6.53885595130863,6.6181017901522186,6.6999520353490345,6.783352717122342,6.865646078844468,6.946723242763552,7.023928234348156,7.098049605319568,7.163533352000127,7.229754517014758,7.294264589260961,7.3572754406820176,7.420448013972243,7.4766544118285,7.533032441064374,7.591358908583478,7.652284135353059,7.71753934882711
Yij,1.3054621749676951,1.3202366930171698,1.3339404175461833,1.5159831897836376,1.8252283911390288,1.6232220521549032,1.5672815164395077,1.6873165333074287,1.6739487163131819,1.708951916073153,1.7472630767419286,1.785904421822371,1.8225096415432467,1.8619336038413548,1.900517051796477,1.940814266640108,1.9776226866274247,2.0024426356207834,2.027595345664606,2.052897299119226,2.079004373793104,2.105788915866991,2.132330464917164,2.1583948824633348,2.1833570582658104,2.2072562082654867,2.2289753797026477,2.2509273612760112,2.272350629508373,2.2933092771974146,2.314320453392317,2.333161689451464,2.352056120825162,2.3715589079299475,2.3918751978472352,2.4135503683027593
Yij,2.5595111189952617,2.587696458598184,2.6136689866605822,2.970324179371933,3.576635547472075,3.181285712361094,3.071360111102192,3.306631910633461,3.280524649442484,3.3494233091725305,3.424774557319049,3.5009409821929838,3.573178823748949,3.650998227559726,3.72722015902826,3.8068520787059605,3.8800676286348703,3.92978529248461,3.9800309090931973,4.030710781652004,4.082987051029458,4.136899791893117,4.1905172408241755,4.243082067772065,4.293669203336648,4.3420352175599435,4.386980201615115,4.432466295988099,4.4769970378878705,4.520697124515181,4.564586630107039,4.604285077645035,4.6441731070244225,4.685349231961038,4.728224602349381,4.773888651631524
Yij,8.65678683775022,8.758334873130352,8.853396578099991,10.06177114045021,12.112402779899353,10.769563057966621,10.399769250710746,11.196068892162096,11.106948691459765,11.337799830812571,11.590747897484347,11.845123260652754,12.08572529004262,12.344791785064958,12.598083589500709,12.86254572735334,13.102067215283865,13.26213913599761,13.42500919105077,13.588338277620432,13.756998821877788,13.928989129074239,14.098763396925502,14.265938742513828,14.425215384582021,14.578059532565128,14.713486612775961,14.850378722636739,14.983706156694588,15.113902114783835,15.244377492289413,15.360488334390102,15.476895979999282,15.5972503255981,15.72288739796776,15.857364529631376
Yij,1.13683208270046,1.1504908536200764,1.163358050482729,1.3221554341650628,1.591444681916821,1.414798652218918,1.366342478728265,1.4709437782676744,1.4591968300866227,1.4893975276195743,1.5225151121975782,1.5557514768860135,1.587155478195257,1.6209649399190558,1.653999307622505,1.6884847052866536,1.7195379328164044,1.740165801776087,1.7612156219179236,1.782283268374628,1.804053826740887,1.8261681086564052,1.8479470653335244,1.8694369959472215,1.8898477887077416,1.90946894308381,1.9265783632589872,1.94388675375192,1.960735524433263,1.9771823873867145,1.9936739682641462,2.0082950296723294,2.0229644810397143,2.0381593983015796,2.0540537319816794,2.0711107380797364
Yij,0.30900990727936345,0.31293874703826124,0.31669077879826696,0.35992804806883805,0.433122675977481,0.3849073998109949,0.37180663820629345,0.40025852082645574,0.39703663747653045,0.4051690721607939,0.41410423614493713,0.42302566731361274,0.431432861650865,0.4404804720203039,0.4493056095454281,0.45851385438677456,0.4666816269812771,0.4720195045786773,0.47750809145685275,0.4829708387069764,0.48862506266351524,0.4943053383308304,0.4998605016707949,0.5053715349102128,0.5105564436508991,0.5155637969102379,0.5197201471554524,0.5239291349337372,0.5280129608771276,0.5319878022181842,0.5359740102859879,0.53945647331689,0.5429520873016087,0.5465887505664545,0.5504124195139513,0.5545457631514874
Yij,0.7387419081408265,0.7468936010526299,0.7544052837158943,0.857350146896917,1.0323489042078993,0.9182278873005076,0.8865047056497284,0.954411864160672,0.9468748242300231,0.9667559476362432,0.988499769868024,1.0104750946080678,1.0313144293311542,1.0537625967876183,1.0757474381913736,1.098714054028839,1.1198144159148802,1.1341292849038636,1.1485982450536163,1.163184757350278,1.1782285842253344,1.1937280624399416,1.2091291859333582,1.2242276132452181,1.238740882298561,1.2526161745322453,1.2654465489035163,1.2784178518521085,1.2910978995801088,1.3035223995922198,1.315985091334411,1.3272224844560816,1.3384975236761087,1.3501262964331762,1.3622264270210338,1.3751103510313991
Yij,0.5402036584978803,0.5474359800641799,0.5544232426916281,0.6301332510406895,0.7580860384357074,0.6734608992092179,0.6506769213136978,0.7004486716585472,0.6947676948441311,0.7088557314434322,0.7243636443543984,0.7397700215519292,0.7542500832631324,0.7698269515683839,0.7849948793417774,0.8008133160116574,0.8146309802103235,0.8235076250887803,0.8327082885032511,0.8418115041051739,0.8512497908796101,0.8606189151393848,0.8697110482242973,0.8787839499042104,0.887230349255751,0.8954289363686988,0.9018520892936414,0.9083636249944088,0.9146548051580587,0.9207547749421618,0.926872173637379,0.9321158400624151,0.937381451589937,0.9428895888593992,0.9487183403272677,0.9550765935951894
Yij,0.7485376112534289,0.7572974168772701,0.7654947541871324,0.8699741503020552,1.0472882284093086,0.9311931584140081,0.8992115026795758,0.968064265189039,0.9603607743521672,0.9803289565815934,1.0022070883855203,1.0242131944828943,1.0450303179154872,1.0674458657999066,1.089363866302913,1.1122495793099745,1.1329919537745081,1.1468657857419406,1.1609785472256706,1.1751364441876602,1.189756854762898,1.204676892532271,1.2194132594396205,1.2339221206382627,1.2477563182730602,1.2610304438151152,1.2728342843957479,1.284771144822716,1.2964060506972426,1.3077764549549447,1.3191775614933179,1.329342325854425,1.339539325233257,1.3500846093357717,1.3610941495864395,1.372876513281836
Yij,14.982120545895581,15.158370140245369,15.32351874702669,17.41500515395236,20.96397064723028,18.639458752424016,17.999638040528573,19.37782212473458,19.223513024884166,19.62285528521797,20.06046690684667,20.50044365574172,20.91655256005773,21.364595364728967,21.80262742145733,22.259977897303227,22.673961870774317,22.950481530942945,23.231935046700084,23.51415284258295,23.805624176838556,24.102787659241912,24.396113576257385,24.685029760297706,24.96028372203023,25.22448556519329,25.458471100398686,25.69508738550323,25.92563260347186,26.150857627816507,26.376665259566465,26.57771901077933,26.77938766622485,26.987987744589116,27.205832885165517,27.4390819935008
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,1096.134336026474,1108.605573709931,1120.1916768557267,1273.0671187792302,1532.7238735738385,1363.0465009370996,1316.0979759868337,1416.8915622879292,1405.6582332439727,1435.024864710536,1467.17227610427,1499.5830467651028,1530.279708004509,1563.3396302886954,1595.6909218463773,1629.4785455317813,1660.3071557618664,1681.0726430210202,1702.1289841503387,1723.3039769902964,1745.156784587967,1767.5635269752504,1789.7609098409864,1811.5686998069334,1832.446518662937,1852.442702932599,1870.5780787279532,1888.9150070718324,1906.8144641803099,1924.3304232937232,1941.8969325503288,1957.6492219098484,1973.4528935402902,1989.773801884385,2006.784090605785,2024.941345137415
sD,0.18277252392043872,0.18277252392052518,0.18277252392032828,0.18277252392043872,0.1827725239243812,0.18277252392042895,0.18277252391970286,0.18277252392043872,0.18277252392043872,0.1827725239175036,0.18277252391404825,0.18277252391569274,0.18277252391676999,0.18277252391387805,0.18277252392043866,0.18277252391344223,0.18277252391348286,0.182772523919552,0.18277252391999793,0.18277252391993298,0.18277252391993298,0.1827725239204388,0.18277252391829918,0.18277252391892113,0.18277252391917162,0.18277252391988982,0.18277252391680573,0.18277252391650428,0.18277252391691656,0.18277252391722512,0.1827725239167984,0.1827725239181549,0.18277252391818474,0.1827725239176266,0.18277252391752846,0.18277252391640114
wG,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077,0.25326682209475077
GDPreal,2198432,2222515,2244661,2550956,3071740,2732289,2637826,2839896,2817490,2876717,2941479,3006967,3069087,3136005,3201553,3270031,3333039,3375849,3419088,3462699,3507669,3554044,3600149,3645325,3688781,3730309,3768844,3807794,3845872,3883184,3920605,3954371,3988244,4023166,4059488,4098142
tauL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tauSj,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227,0.00889760317544227
tauSj,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331,0.00417158083708331
tauSj,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852,0.17453551840814852
tauSj,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728,0.2292648160015728
tauSj,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676,0.044224214136978676
tauSj,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638,0.7567765266961638
